age_years,ssc_percentage,hsc_percentage,degree_percentage,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status,gender_Male,gender_female,gender_male,degree_specialization_Electronics,degree_specialization_Information Technology,degree_specialization_Mechanical,degree_specialization_Others,company_tier_Tier 1 ,company_tier_Tier 2,company_tier_Tier 2 ,company_tier_Tier 3,company_tier_Tier 3 ,job_role_match_Not Matched,experience_category
23,72.28498344,65.96195455,76.90145168,51.75409921,62.62626134,61.8130565,76.49664229,3,Yes,2,Not Willing,Relevant,3.245554964,10.76670079,Low,Required,15.0,Yes,0.0,Not Willing,0,False,False,False,False,True,False,False,False,False,False,False,False,False,Junior
21,84.97030529,89.87918763,75.64501404,71.89836957,51.93113998,76.95263243,74.36857795,0,Yes,1,Willing,Relevant,1.0,5.083875013,Low,Not Required,0.0,No,0.0,Not Willing,1,False,False,False,False,False,False,False,False,True,False,False,False,False,Junior
25,77.03313544,76.42935361,81.4237056,72.31494844,60.26515261,68.87514244,54.67099259,0,No,2,No,Relevant,6.080343531,9.743658694,Medium,Not Required,15.0,No,0.0,Willing,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Junior
30,74.45533299,84.93510341,65.63868158,88.84051225,77.76364917,54.04910944,71.72628039,2,Yes,2,Not Willing,0,5.665993656,5.11797489,Medium,Not Required,30.0,No,0.0,Willing,1,True,False,False,False,False,False,True,False,True,False,False,False,True,Junior
24,63.21047062,72.01438305,79.32709833,71.91800889,70.37862376,69.74886655,62.60213428,3,Yes,2,Not Willing,Relevant,4.397170926,12.3780025824,Medium,Not Required,0.0,No,3.0,Not Willing,0,True,False,False,False,True,False,False,False,False,False,False,False,True,Junior
26,75.25789181,73.74867073,80.55856991,74.88953284,55.7129805,67.82168103,82.90944437,0,Yes,1,Not Willing,Not Relevant,4.853456597,13.23396592,Low,Not Required,0.0,No,0.0,Willing,0,False,True,False,False,False,False,False,False,False,True,False,False,False,Junior
25,78.77329223,80.45441254,86.26458307,59.31377582,65.186722,73.3080513,69.10818786,0,No,3,Willing,Relevant,5.447356857,10.63622351,High,Not Required,60.0,No,6.0,Willing,0,True,False,False,False,True,False,False,False,True,False,False,False,False,Junior
29,69.97121038,68.89957534,75.68823284,62.08819559,70.8859992,74.73361529,69.44792537,1,No,1,Not Willing,Not Relevant,1.594980197,10.32298648,Medium,Required,15.0,No,3.0,Willing,0,False,False,False,False,False,False,False,False,True,False,False,False,True,Junior
25,62.69643804,78.56138581,69.80572584,54.78865786,68.02713848,68.24705148,73.94157353,2,Yes,5,Not Willing,0,3.693139052,6.948015765,Medium,Not Required,0.0,No,0.0,Willing,0,False,False,False,False,True,False,False,False,False,True,False,False,False,Senior
33,59.39888577,78.01198939,78.49920987,73.28273138,62.83368084,55.21459283,70.038892,2,No,0,Not Willing,Relevant,4.966239869,3.361309396,Low,Not Required,60.0,No,6.0,Willing,0,False,False,False,False,False,False,False,False,False,False,True,False,True,Fresher
28,66.9060322,71.5881135,68.6511768,73.71679946,75.2294209,66.63409136,89.7860118,1,No,3,Not Willing,Relevant,1.073482251,7.454687578,Medium,Not Required,30.0,No,6.0,Not Willing,1,True,False,False,False,False,True,False,False,False,False,True,False,False,Junior
32,70.07176269,69.10536006,70.24068371,65.9187135,51.57914821,80.11156201,71.39041751,1,No,2,Not Willing,Relevant,2.581039818,5.338084833,Medium,Not Required,0.0,Yes,6.0,Not Willing,0,True,False,False,False,False,False,True,False,True,False,False,False,False,Junior
33,76.81545234,74.66043327,83.16132738,83.4384272,64.91083816,58.00714204,60.57847634,2,Yes,0,Not Willing,Not Relevant,7.168795166,7.28181655,High,Required,15.0,Yes,0.0,Willing,0,True,False,False,False,False,False,True,False,True,False,False,False,True,Fresher
22,68.22468036,88.09510777,85.5769998,45.44149827,62.72855921,57.85860317,89.00276486,1,No,0,Not Willing,Not Relevant,5.141033539,8.363239511,Low,Not Required,60.0,No,0.0,No,0,False,False,False,True,False,False,False,False,True,False,False,False,True,Fresher
23,83.748484,73.9907051,73.05357035,83.0564187,82.39205905,70.92504882,87.79868667,2,Yes,0,No,Relevant,1.362238115,11.22879103,Low,Required,15.0,No,6.0,No,0,True,False,False,False,False,False,True,False,True,False,False,False,True,Fresher
23,72.13187591,82.43096522,73.89234579,71.00860468,67.08474543,55.84243828,72.0886998,2,Yes,0,Not Willing,Relevant,4.822541378,9.440859013,Medium,Not Required,0.0,No,0.0,Willing,0,True,False,False,False,False,False,True,False,True,False,False,False,False,Fresher
23,78.59381132,68.32094777,74.51496094,63.20224346,66.58417912,79.75264989,75.79333349,0,No,0,Not Willing,Relevant,3.958820063,3.943708826,Medium,Not Required,15.0,No,3.0,Willing,0,False,False,False,False,False,False,False,True,False,False,False,False,True,Fresher
27,63.34052616,67.89292187,88.8420566,74.08258531,69.66185596,66.06622383,74.12045292,3,No,0,Willing,Not Relevant,9.290354201,6.222456445,High,Not Required,15.0,No,3.0,No,0,False,False,True,False,False,True,False,False,True,False,False,False,False,Fresher
27,62.80800612,72.01438305,69.68937088,48.20147535,47.77014867,81.66505317,80.76224898,2,Yes,2,No,Relevant,5.148317861,4.654624651,Medium,Required,30.0,No,6.0,Willing,0,False,False,False,False,True,False,False,False,False,False,True,False,True,Junior
32,70.36696461,59.95110275,74.80302987,47.30732461,64.09886978,61.85806848,79.03687472,1,No,1,Not Willing,Relevant,1.0,4.248208942,Low,Not Required,0.0,No,0.0,Willing,0,False,False,False,False,False,False,True,False,True,False,False,False,False,Junior
27,78.13476131,62.6996557,74.83780955,63.43508484,51.48781941,60.83413434,74.29436434,2,Yes,1,Not Willing,Not Relevant,4.663675232,9.461800593,Low,Not Required,15.0,No,0.0,Willing,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Junior
32,59.72969155,75.59231852,79.55214793,71.19742711,55.68277439,73.23542435,62.80426088,3,yes ,1,Not Willing,Relevant,3.578213573,11.50015697,Low,Not Required,0.0,No,0.0,Willing,1,True,False,False,False,False,False,True,False,True,False,False,False,False,Junior
23,58.42660969,58.32024671,74.4367649,70.26192474,73.57519633,64.23884778,80.41240271,2,No,2,Willing,Relevant,7.04261754,9.558075819,Medium,Not Required,0.0,No,0.0,Willing,0,False,False,False,True,False,False,False,False,False,False,False,False,True,Junior
33,76.89059365,72.01438305,90.62676656,63.31862623,51.54534594,71.16265196,75.08251582,1,No,0,Not Willing,Not Relevant,4.129598214,4.735993894,Medium,Not Required,0.0,Yes,3.0,Willing,0,True,False,False,False,False,False,False,False,False,False,False,False,True,Fresher
23,65.24762338,79.62392908,66.30530307,75.10405861,64.67404407,63.08060202,74.91515377,2,Yes,0,Not Willing,Relevant,6.604959029,4.419351423,Medium,Not Required,0.0,No,0.0,Not Willing,1,False,False,False,False,False,True,False,False,False,False,True,False,True,Fresher
23,69.97121038,72.2108753,70.36615331,64.54924035,56.66568027,50.44002969,55.49813998,0,No,2,Not Willing,Relevant,6.231736016,9.964851625,High,Not Required,15.0,No,0.0,Willing,0,True,False,False,False,False,False,False,False,False,False,False,False,False,Junior
32,67.78107189,79.17147212,70.06812148,56.02179926,63.90972541,73.02599151,78.64290538,0,No,1,Not Willing,0,1.020745199,11.03106088,Medium,Not Required,60.0,No,0.0,Willing,0,False,False,False,False,False,False,True,False,False,False,False,False,False,Junior
24,88.68971808,68.80624668,81.89672996,71.49822336,68.82143466,83.45027389,76.67613418,2,Yes,5,Not Willing,Relevant,1.990866065,5.313442203,High,Not Required,15.0,No,0.0,Willing,1,True,False,False,False,False,False,False,False,False,False,False,False,False,Senior
25,69.06869822,60.63417229,79.55347344,71.99791145,66.56676219,72.66753076,81.69729316,3,No,1,Not Willing,Relevant,3.697744507,8.739884715799999,High,Not Required,15.0,No,0.0,No,1,True,False,False,False,False,True,False,False,False,False,True,False,False,Junior
23,65.11642438,72.83348639,65.6814011,67.26483719,60.88589652,58.58580849,45.0,3,No,1,No,Relevant,5.820009072,6.803983923,Low,Not Required,15.0,No,6.0,Not Willing,0,False,False,False,False,False,True,False,False,False,False,False,False,False,Junior
30,68.01716619,73.80442401,79.99074006,79.56797491,56.46340257,64.26304801,49.28569316,0,No,1,No,Not Relevant,6.603989678,4.333882325,Low,Not Required,0.0,No,6.0,No,0,False,False,False,False,False,False,False,False,False,False,True,False,False,Junior
33,60.56052179,68.59639596,76.61098807,90.85873908,69.92857811,73.99740841,90.16869021,3,No,2,Willing,Relevant,4.578359401,6.197251558,High,Not Required,15.0,No,3.0,Willing,1,True,False,False,True,False,False,False,False,False,False,False,False,False,Junior
32,70.58125379,78.28535556,74.69636387,51.89406823,77.00334058,56.50728954,48.86449941,2,No,4,No,Not Relevant,2.134512354,5.693609421,High,Not Required,15.0,No,3.0,Willing,0,False,False,False,False,False,False,True,False,False,False,True,False,False,Senior
21,70.89285827,70.03518526,76.31298743,77.85959038,61.15905635,82.38374253,74.74018887,2,Yes,0,No,Not Relevant,4.290251666,9.461453148,Medium,Not Required,30.0,No,0.0,Willing,0,True,False,False,False,False,True,False,False,False,False,False,False,False,Fresher
32,73.58801781,88.96103458,77.96242834,53.65538645,52.07539797,91.39418674,76.37288199,2,Yes,0,Willing,Not Relevant,7.514272733,8.189227333,Medium,Not Required,30.0,No,0.0,Willing,0,True,False,False,False,False,True,False,False,True,False,False,False,False,Fresher
24,75.37492285,73.11199843,78.17034246,62.62294725,62.773214,85.10463655,76.3765303,2,Yes,1,Willing,Relevant,6.775474732,8.262163934,Low,Required,0.0,No,0.0,Willing,1,True,False,False,False,False,False,False,False,False,False,True,False,False,Junior
21,74.64181941,72.44712658,63.41194436,57.28004555,47.72783462,75.17857335,57.05614217,1, no,1,Willing,Not Relevant,7.060374431,9.813198285,Low,Not Required,15.0,No,0.0,Not Willing,0,True,False,False,False,False,True,False,False,False,False,True,False,False,Junior
31,74.31113292,86.03222758,62.27019094,51.47638868,57.01573162,69.02703375,78.36851662,2,No,1,Not Willing,0,5.863732723,6.376379793,Low,Required,15.0,No,3.0,Not Willing,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Junior
31,61.96899019,83.19374887,86.43364591,67.34996655,60.77637531,72.64388773,75.09581891,0,No,2,No,Relevant,3.769655976,13.79371347,Low,Not Required,60.0,No,0.0,Willing,0,False,False,False,False,True,False,False,False,False,False,False,False,False,Junior
27,75.11559514,84.99591074,82.17748098,75.0366344,48.39862832,69.26027896,65.42011866,1,No,3,Not Willing,Relevant,5.204713405,5.545404968,Medium,Required,15.0,No,0.0,Willing,1,False,False,False,False,False,True,False,False,False,False,False,False,True,Junior
27,69.84208998,75.80420354,78.82086278,58.75432501,54.41260728,72.47518312,71.91473377,0,No,3,Not Willing,0,7.029420472,11.65064765,High,Required,0.0,No,0.0,No,0,False,False,False,True,False,False,False,False,True,False,False,False,True,Junior
25,73.67952979,68.68344319,81.45126683,69.94705716,55.83221136,72.14285721,66.23681268,2,Yes,0,No,Not Relevant,1.0,10.15415237,Low,Not Required,15.0,Yes,0.0,Willing,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Fresher
30,74.05485867,77.73771716,76.92066657,65.5240335,72.22461319,74.97645572,81.19372829,1,Yes,3,Not Willing,Relevant,6.489341739,5.268268869,Low,Not Required,0.0,No,6.0,Not Willing,1,True,False,False,False,True,False,False,False,False,False,False,False,False,Junior
27,79.44802521,66.03548692,65.45630939,64.65572017,55.96862916,59.14693937,70.75164381,0,No,1,Not Willing,0,7.741902097,9.146281729,Low,Not Required,0.0,No,0.0,Willing,0,True,False,False,False,False,False,True,False,False,False,False,True,False,Junior
33,67.98407509,56.43658537,74.189488,59.99862813,78.73883371,61.44945361,56.46356912,1,No,3,Willing,Not Relevant,1.0,8.759129285,High,Not Required,30.0,No,0.0,No,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Junior
26,64.10269562,68.18015428,63.86811146,42.5706346,49.71177431,63.2259116,58.78668792,1,No,1,Not Willing,Relevant,2.342014336,15.21639567,Low,Not Required,0.0,No,6.0,Willing,0,True,False,False,True,False,False,False,False,False,False,False,False,True,Junior
33,59.79950554,72.86081847,60.16013388,55.89982179,67.67599885,70.59791584,71.08191586,0,Yes,0,Not Willing,Relevant,6.648646325,10.62607368,Medium,Required,30.0,No,0.0,Willing,0,True,False,False,False,False,True,False,False,True,False,False,False,False,Fresher
24,60.15383768,65.10672526,60.78083549,83.42344766,68.41800582,69.65379898,93.80921828,1,No,2,Willing,Not Relevant,3.539498224,3.0,Medium,Not Required,0.0,No,0.0,Willing,1,True,False,False,False,False,False,False,False,True,False,False,False,True,Junior
30,79.91620137,62.52499413,68.17715032,61.81493603,59.78780112,55.34704082,72.57358608,2,Yes,0,Not Willing,Relevant,4.43572745,9.724226239,Low,Not Required,0.0,No,6.0,Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Fresher
22,75.04383812,75.83219546,72.43190487,50.85768408,73.12775789,78.07101361,65.14864255,0,No,0,Not Willing,Relevant,4.269374549,8.400515873,Medium,Not Required,0.0,No,0.0,Not Willing,0,True,False,False,False,True,False,False,False,True,False,False,False,False,Fresher
24,61.55558038,72.77027025,83.95708461,77.83346567,54.5234447,74.76327418,66.32953898,1,No,1,Willing,Not Relevant,4.14610695,5.162519911,High,Not Required,30.0,No,0.0,Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,False,Junior
24,64.99464415,85.23648032,65.71271121,76.36134632,59.10366984,58.11768153,86.3822217,2,Yes,3,Not Willing,Relevant,2.428137404,7.351057493,Medium,Not Required,30.0,No,0.0,Not Willing,1,True,False,False,True,False,False,False,False,False,False,False,False,False,Junior
34,67.18357901,71.46629245,73.21772068,47.46108936,48.32629792,76.1648107,71.10046437,0,No,1,No,Relevant,5.843853619,8.540255591,Medium,Not Required,0.0,No,6.0,Not Willing,0,False,False,False,True,False,False,False,False,True,False,False,False,False,Junior
31,61.2484481,76.70296977,65.88775639,56.72660129,58.16109077,67.37120539,74.04904866,1,No,0,Not Willing,0,5.239550424,3.47465009,High,Not Required,0.0,Yes,3.0,Willing,0,True,False,False,False,False,False,True,False,True,False,False,False,False,Fresher
22,78.00786298,75.12653946,60.0186468,72.07645831,70.81692224,75.63397987,67.75492514,2,No,0,Not Willing,Not Relevant,6.7122623,9.119283562,Low,Not Required,0.0,Yes,0.0,Willing,0,False,False,False,False,False,False,True,False,False,False,True,False,True,Fresher
24,77.5597568,63.61841686,64.04166693,78.89436277,52.74317623,60.99200139,61.35981331,0,No,5,Not Willing,0,4.660128126,6.14068483,Low,Not Required,60.0,No,0.0,Willing,1,True,False,False,False,False,False,False,False,False,False,False,False,False,Senior
34,82.40942523,55.64374951,74.87899583,68.43096424,71.80575212,72.61321504,93.95374276,1,Yes,0,Willing,Relevant,4.732342245,10.06460143,Medium,Not Required,15.0,No,0.0,Not Willing,0,False,False,False,False,True,False,False,False,False,False,False,False,True,Fresher
31,70.95927575,70.30496666,75.50780245,46.77082264,48.7511155,72.90753989,45.0,0,No,3,Not Willing,Not Relevant,7.540136712,3.152555548,Medium,Not Required,0.0,Yes,6.0,Not Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Junior
25,66.89202113,74.4752169,76.61246802,71.53364456,74.85841885,66.62616515,83.2738229,0,No,3,Willing,Relevant,9.300304738,6.104185336,Low,Required,15.0,No,0.0,Not Willing,1,False,False,False,True,False,False,False,False,False,False,False,False,False,Junior
33,70.40526707,68.00395817,72.25270703,79.11582676,60.26030189,64.32263699,60.3684863,0,No,3,Not Willing,Not Relevant,7.332762516,10.72795535,High,Not Required,0.0,No,3.0,Willing,1,True,False,False,False,False,True,False,False,False,False,False,False,False,Junior
21,69.97121038,70.2427785,56.68157242,73.90671959,60.85289054,70.86999016,82.803711,1,No,1,Not Willing,Relevant,2.752900855,6.802457356,High,Required,15.0,No,0.0,Willing,0,True,False,False,False,False,True,False,False,True,False,False,False,True,Junior
26,64.85740173,68.61295048,65.14334438,78.06082622,73.87768452,59.47737927,76.1669921,1,No,1,Not Willing,0,4.745249529,7.422288217,Low,Not Required,0.0,No,0.0,Willing,0,False,False,False,False,False,True,False,False,True,False,False,False,True,Junior
31,72.12659306,79.73534198,82.43068079,74.40255155,60.42229631,76.61446107,68.93382506,1,No,2,Willing,Relevant,2.577559115,3.0,Low,Not Required,0.0,No,0.0,Not Willing,1,True,False,False,True,False,False,False,False,False,False,False,False,True,Junior
24,69.97121038,68.56476366,80.48089062,55.42628361,72.09390505,68.07416898,76.70311475,1,No,0,Not Willing,Not Relevant,3.035344323,3.0,Medium,Not Required,0.0,No,6.0,No,0,True,False,False,True,False,False,False,False,False,False,True,False,False,Fresher
21,66.57467703,72.93337002,75.003244,75.27143706,69.11756658,53.74652335,75.69108237,1,No,2,Not Willing,0,3.004098026,10.95006537,Medium,Not Required,60.0,No,6.0,Not Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Junior
32,72.07599571,66.81432606,60.72135117,72.12665763,61.24457282,66.32301642,66.96434595,2,Yes,0,No,Not Relevant,8.902848504,10.00829367,Medium,Required,0.0,No,0.0,Willing,0,False,False,False,False,False,False,True,False,False,False,True,False,True,Fresher
34,73.88380406,60.54665226,74.58512746,93.45261713,46.72150849,58.10312252,65.44601089,0,No,5,Not Willing,Not Relevant,8.421667523,5.955541696,Medium,Not Required,15.0,No,0.0,Willing,1,True,False,False,False,False,False,False,False,True,False,False,False,False,Senior
27,72.93640482,62.64354914,59.72131021,59.99414102,48.36744423,89.62563921,96.20966659,1,Yes,1,Not Willing,Relevant,6.11411435,7.218661072,Medium,Not Required,0.0,No,0.0,Willing,0,False,False,False,False,False,False,False,False,False,False,False,False,False,Junior
24,66.19005419,72.80831609,68.94729345,82.08755453,62.49959266,91.19050413,73.69790557,2,No,0,Not Willing,Relevant,2.194088326,10.93105902,Medium,Not Required,60.0,No,0.0,Not Willing,0,False,False,False,False,False,True,False,False,True,False,False,False,False,Fresher
27,67.10610876,74.03187301,74.61144625,59.17961665,64.75722184,50.46684379,87.74441443,0,Yes,1,Not Willing,Relevant,5.152881116,6.359171132,Low,Required,15.0,No,0.0,Willing,0,False,False,False,False,False,False,False,False,True,False,False,False,False,Junior
22,56.99165876,74.40879251,84.13151586,81.57186535,77.24845444,71.09693746,72.12999783,1,Yes,0,Not Willing,Not Relevant,7.856612684,3.517711124,High,Not Required,30.0,No,6.0,Not Willing,0,False,False,False,False,True,False,False,False,False,False,True,False,False,Fresher
30,70.58293182,69.06893189,72.74278102,68.28529558,77.02674379,59.22158034,67.82860964,1,No,0,Not Willing,Not Relevant,4.16334362,12.91654739,High,Required,15.0,No,0.0,No,0,True,False,False,False,True,False,False,False,True,False,False,False,False,Fresher
21,71.92110359,76.12244297,80.55663873,70.25807608,40.0,67.04668528,82.61764836,0,Yes,3,Not Willing,0,9.169428481,5.092999029,High,Required,30.0,No,0.0,Willing,1,False,False,False,False,True,False,False,False,False,False,False,False,False,Junior
31,73.40646233,68.60525918,78.28231089,82.39988708,71.07158195,49.51251603,81.49506573,0,No,0,Not Willing,0,3.487415278,9.655945395,Medium,Not Required,15.0,No,0.0,Willing,1,True,False,False,False,False,False,True,False,False,False,True,False,False,Fresher
24,73.29054446,67.49843048,71.45315967,73.18783,60.08793511,62.77581449,59.82076192,3,No,0,Willing,Not Relevant,3.472197052,9.026549914,High,Not Required,15.0,No,3.0,Willing,0,True,False,False,False,False,False,True,False,False,False,True,False,True,Fresher
33,73.24149787,74.14085668,75.69086222,75.92517436,60.08442479,68.40605764,84.86141819,2,No,0,Not Willing,Not Relevant,7.040264485,11.3523065,Medium,Not Required,0.0,No,3.0,Willing,0,False,False,False,False,False,False,True,False,True,False,False,False,True,Fresher
28,50.0,71.16473647,73.82872218,62.23501405,58.00159319,53.36051148,61.70843726,2,Yes,3,Willing,Relevant,5.261432161,13.20823918,Medium,Not Required,0.0,No,3.0,Willing,0,True,False,False,False,True,False,False,False,True,False,False,False,False,Junior
33,73.99286645,72.01438305,82.87884538,71.70450458,77.06774982,71.5453696,70.38386465,0,No,2,No,Not Relevant,2.136988671,5.594293034,Medium,Not Required,0.0,Yes,0.0,No,0,True,False,False,False,False,False,True,False,True,False,False,False,False,Junior
26,79.34008249,77.31535699,64.32685552,67.12144095,73.1652692,58.11307916,81.26072643,0,No,3,Not Willing,Relevant,3.809162493,7.232811551,Medium,Required,0.0,Yes,0.0,Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Junior
29,62.53189461,79.14917467,83.1964522,53.7445744,69.31581618,54.44982254,51.31984848,1,Yes,3,Not Willing,Relevant,1.915742512,7.674459447,Medium,Not Required,30.0,No,0.0,Willing,0,True,False,False,False,False,False,True,False,False,False,True,False,False,Junior
21,57.38025827,75.65029173,71.9431167,70.36905816,57.09704397,60.65598573,65.18643029,1,yes ,2,Not Willing,0,2.03680415,3.018767365,Low,Required,60.0,No,3.0,Willing,1,True,False,False,False,True,False,False,False,False,False,False,False,False,Junior
21,81.73653477,70.09193331,79.13951941,75.8849843,69.31588037,68.06433287,82.24808409,3,Yes,0,Willing,Relevant,4.268735325,4.199999999999999,High,Not Required,0.0,No,0.0,Not Willing,1,False,False,False,False,False,True,False,False,True,False,False,False,False,Fresher
25,62.73033356,67.60394005,75.25117366,74.17384027,73.91726476,61.56940385,78.41419529,0,No,3,Willing,Relevant,5.398819386,11.88313819,High,Not Required,60.0,No,0.0,No,1,True,False,False,False,False,True,False,False,False,False,False,False,False,Junior
26,69.97121038,79.96510475,82.63764332,63.30363847,46.36759296,62.44043096,74.12365059,1,Yes,0,Willing,Relevant,8.103515345,7.966088771,Medium,Required,15.0,No,0.0,Willing,1,True,False,False,False,True,False,False,False,False,False,False,False,False,Fresher
28,69.97121038,56.84661804,73.3386613,63.29733016,55.15496556,48.25952108,79.37967598,3,Yes,2,Willing,Not Relevant,1.809167653,8.326725629,High,Not Required,30.0,No,3.0,Willing,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Junior
23,75.4397325,75.31318916,74.29141375,68.82161491,66.62911402,71.02172394,71.13398861,2,No,1,Not Willing,Relevant,3.807459794,10.172315832,Low,Required,30.0,No,3.0,Not Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Junior
26,72.04978894,64.70155909,71.46899413,87.19255077,63.84307343,56.93213471,82.61366139,1,Yes,1,Not Willing,0,1.306740045,9.946079469,Low,Not Required,0.0,No,0.0,No,1,True,False,False,False,False,False,False,False,True,False,False,False,False,Junior
23,72.89865335,69.58981042,79.88592738,63.22976032,54.80874255,62.97175671,67.77307068,0,No,0,Willing,0,5.859129426,7.159726572,Low,Not Required,15.0,No,3.0,No,0,False,False,False,True,False,False,False,False,False,False,True,False,False,Fresher
31,75.19484685,65.53490307,81.31200379,69.84666546,65.67753731,58.07060913,79.82566686,1,No,2,No,0,2.092352313,12.01285686,High,Not Required,0.0,No,3.0,No,0,True,False,False,True,False,False,False,False,False,False,False,False,True,Junior
24,75.17337575,72.45543109,67.59531596,48.5794008,71.2957123,71.45545084,84.68481325,2,Yes,2,Not Willing,Not Relevant,3.916962741,7.911728465,Low,Not Required,0.0,No,0.0,Willing,0,True,False,False,False,False,False,False,False,True,False,False,False,True,Junior
22,70.09242066,68.77128516,80.17030496,86.42514583,69.16077293,77.80924228,76.59904211,2,No,2,Willing,Not Relevant,9.347387585,6.819379994,Medium,Required,15.0,No,3.0,Willing,1,False,False,False,False,True,False,False,False,False,False,False,False,False,Junior
29,79.26820786,74.7771633,80.41011827,59.18531814,60.75344818,79.05590703,62.57787503,1,No,1,Willing,0,4.237940992,3.833311463,Low,Not Required,30.0,No,3.0,Not Willing,0,False,False,False,False,False,False,False,False,True,False,False,False,False,Junior
30,73.20486112,80.50740974,83.12449718,72.46457572,80.9709428,61.01397075,84.8931859,0,Yes,3,Not Willing,Relevant,3.374839412,6.697831125,High,Not Required,30.0,No,3.0,Not Willing,1,True,False,False,False,False,True,False,False,True,False,False,False,False,Junior
33,59.93776824,81.58974003,73.75949928,63.4362471,65.291745,69.71611654,79.26890504,0,No,0,Not Willing,Not Relevant,4.320283223,5.316195376,Low,Required,30.0,No,0.0,No,0,False,False,False,False,False,False,True,False,False,False,True,False,False,Fresher
28,67.13539481,79.8130391,66.35654987,55.50096217,53.98111619,71.62462152,85.22810794,1,Yes,0,Willing,Not Relevant,5.939623425,10.67246281,Low,Not Required,0.0,Yes,0.0,Not Willing,0,False,False,False,False,False,False,False,False,False,False,False,False,True,Fresher
26,68.09948673,65.44155674,75.60261749,69.09038887,70.59889213,73.62792859,64.58825531,2,Yes,2,Willing,Relevant,6.873241589,15.37984916,Medium,Not Required,15.0,No,3.0,Not Willing,0,False,False,False,False,False,True,False,False,False,False,True,False,False,Junior
23,79.3651814,78.03736486,76.30631556,68.36733321,73.37636175,64.4806708,82.8292329,0,No,2,Not Willing,0,4.894189557,10.67575419,Medium,Not Required,0.0,No,0.0,Not Willing,0,True,False,False,True,False,False,False,False,False,False,False,False,True,Junior
22,71.42780093,76.56163145,75.67675509,53.43402863,77.05465851,72.1830078,77.18846036,2,Yes,5,Not Willing,Relevant,6.03287719,8.832395616,Low,Required,15.0,No,3.0,Willing,0,False,False,False,False,False,False,False,False,True,False,False,False,True,Senior
24,69.50791529,83.28635207,73.41634034,63.91002419,81.31177027,60.36996345,77.92923844,0,Yes,2,Not Willing,Relevant,5.002507094,12.1546405,Low,Not Required,0.0,No,0.0,No,0,False,False,False,False,True,False,False,False,True,False,False,False,False,Junior
21,64.14621954,66.53869743,75.23978717,77.46646053,43.26882544,62.37981126,78.6298478,3,Yes,1,Not Willing,Relevant,3.295753473,6.287662981,Low,Not Required,15.0,No,3.0,Willing,1,True,False,False,True,False,False,False,False,False,False,False,False,False,Junior
29,78.80979462,76.99406755,76.28058922,70.56484587,65.00996305,60.08100617,45.0,0,Yes,3,Not Willing,Relevant,1.0,7.79526584,Low,Not Required,30.0,Yes,0.0,Willing,0,False,False,False,False,False,False,True,False,False,False,False,False,False,Junior
28,60.65708812,75.80712883,78.15204437,70.4508567,61.91800938,73.40642801,98.74053306,1,No,0,Not Willing,0,6.747263695,13.9816576,High,Required,0.0,No,6.0,Willing,0,True,False,False,False,False,True,False,False,False,False,True,False,False,Fresher
27,78.77628131,68.85440841,73.72310226,62.26932074,69.08474507,58.27344667,60.07684615,1,No,1,Not Willing,Relevant,4.146313305,12.52221191,Low,Not Required,15.0,No,0.0,Not Willing,0,False,True,False,False,False,False,False,False,False,False,False,False,True,Junior
26,77.99095529,65.98909749,82.60699698,77.01387682,76.24920677,86.14757963,93.70662687,0,No,3,Not Willing,Not Relevant,4.864669303,9.504105538,Low,Not Required,60.0,No,0.0,Willing,1,False,False,False,False,False,False,True,False,False,True,False,False,False,Junior
23,74.45433317,66.77947739,82.87309869,86.24916798,58.97200827,50.30011234,78.93006082,1,Yes,4,Not Willing,Relevant,4.611482661,10.60525654,Low,Not Required,0.0,Yes,3.0,Willing,1,True,False,False,False,False,False,True,False,False,False,True,False,False,Senior
24,77.95261131,72.01438305,76.2930444,61.76869702,70.87407425,68.33247773,78.39480894,0,Yes,1,No,Not Relevant,6.197126678,8.408003658,Low,Not Required,0.0,No,0.0,Not Willing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,Junior
22,68.39127771,71.60573764,63.27336145,75.26403249,84.14333421,56.94543682,77.79237196,2,Yes,2,Not Willing,0,4.546305948,9.32849698,Low,Not Required,15.0,No,0.0,Willing,1,False,False,False,True,False,False,False,False,False,False,False,False,True,Junior
